"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.ref_area","with.region","collection","collection.label","subject","subject.label","database","database.label"
"EMP_PIFL_SEX_AGE_EDU_NB_A","EMP_PIFL_SEX_AGE_EDU_NB","Employment outside the formal sector by sex, age and education (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,EDU",1997,2025,"25/02/2026 07:04:40",601892,144,,"YI","Annual indicators","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_AGE_EDU_NB_Q","EMP_PIFL_SEX_AGE_EDU_NB","Employment outside the formal sector by sex, age and education (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,EDU",1995,2025,"24/02/2026 07:04:22",816307,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_AGE_EDU_NB_M","EMP_PIFL_SEX_AGE_EDU_NB","Employment outside the formal sector by sex, age and education (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,EDU",2006,2025,"14/02/2026 08:03:12",174329,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_AGE_GEO_NB_A","EMP_PIFL_SEX_AGE_GEO_NB","Employment outside the formal sector by sex, age and rural / urban areas (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,GEO",1997,2025,"16/02/2026 19:33:26",161288,122,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_AGE_GEO_NB_Q","EMP_PIFL_SEX_AGE_GEO_NB","Employment outside the formal sector by sex, age and rural / urban areas (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,GEO",1995,2025,"16/02/2026 19:30:53",213297,42,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_AGE_GEO_NB_M","EMP_PIFL_SEX_AGE_GEO_NB","Employment outside the formal sector by sex, age and rural / urban areas (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,GEO",2006,2025,"14/02/2026 08:03:12",90639,9,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_AGE_MTS_NB_A","EMP_PIFL_SEX_AGE_MTS_NB","Employment outside the formal sector by sex, age and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,MTS",1997,2025,"25/02/2026 07:04:40",475816,141,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_AGE_MTS_NB_Q","EMP_PIFL_SEX_AGE_MTS_NB","Employment outside the formal sector by sex, age and marital status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,MTS",1995,2025,"24/02/2026 07:04:22",366468,46,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_AGE_DSB_NB_A","EMP_PIFL_SEX_AGE_DSB_NB","Employment outside the formal sector by sex, age and disability status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,DSB",2005,2025,"14/02/2026 08:08:22",50424,100,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_EDU_NB_A","EMP_PIFL_SEX_EDU_NB","Employment outside the formal sector by sex and education (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU",1997,2025,"25/02/2026 07:05:32",40300,144,,"YI","Annual indicators","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_EDU_NB_Q","EMP_PIFL_SEX_EDU_NB","Employment outside the formal sector by sex and education (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU",1995,2025,"24/02/2026 07:04:22",74402,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_EDU_NB_M","EMP_PIFL_SEX_EDU_NB","Employment outside the formal sector by sex and education (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU",2006,2025,"14/02/2026 08:03:12",20160,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_EDU_GEO_NB_A","EMP_PIFL_SEX_EDU_GEO_NB","Employment outside the formal sector by sex, education and rural / urban areas (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU,GEO",1997,2025,"16/02/2026 19:35:29",102328,122,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_EDU_GEO_NB_Q","EMP_PIFL_SEX_EDU_GEO_NB","Employment outside the formal sector by sex, education and rural / urban areas (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU,GEO",1995,2025,"16/02/2026 19:30:53",70528,41,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_EDU_MTS_NB_A","EMP_PIFL_SEX_EDU_MTS_NB","Employment outside the formal sector by sex, education and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU,MTS",1997,2025,"25/02/2026 07:05:32",313810,141,,"YI","Annual indicators","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_EDU_MTS_NB_Q","EMP_PIFL_SEX_EDU_MTS_NB","Employment outside the formal sector by sex, education and marital status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU,MTS",1995,2025,"24/02/2026 07:04:22",78812,45,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_EDU_DSB_NB_A","EMP_PIFL_SEX_EDU_DSB_NB","Employment outside the formal sector by sex, education and disability status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,EDU,DSB",2005,2025,"14/02/2026 08:08:22",28295,99,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_GEO_NB_A","EMP_PIFL_SEX_GEO_NB","Employment outside the formal sector by sex and rural / urban areas (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO",1997,2025,"16/02/2026 19:35:29",10215,122,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_GEO_NB_Q","EMP_PIFL_SEX_GEO_NB","Employment outside the formal sector by sex and rural / urban areas (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO",1995,2025,"16/02/2026 19:30:53",13377,42,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_GEO_NB_M","EMP_PIFL_SEX_GEO_NB","Employment outside the formal sector by sex and rural / urban areas (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO",2006,2025,"14/02/2026 08:03:12",10071,9,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_GEO_MTS_NB_A","EMP_PIFL_SEX_GEO_MTS_NB","Employment outside the formal sector by sex, rural / urban areas and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO,MTS",1997,2025,"16/02/2026 19:35:29",84316,120,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_GEO_MTS_NB_Q","EMP_PIFL_SEX_GEO_MTS_NB","Employment outside the formal sector by sex, rural / urban areas and marital status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO,MTS",1995,2025,"16/02/2026 19:25:22",105657,41,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_GEO_DSB_NB_A","EMP_PIFL_SEX_GEO_DSB_NB","Employment outside the formal sector by sex, rural / urban areas and disability status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO,DSB",2006,2025,"14/02/2026 08:08:22",16506,86,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_GEO_DSB_NB_Q","EMP_PIFL_SEX_GEO_DSB_NB","Employment outside the formal sector by sex, rural / urban areas and disability status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,GEO,DSB",2010,2025,"14/02/2026 08:06:21",9002,17,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_MTS_NB_A","EMP_PIFL_SEX_MTS_NB","Employment outside the formal sector by sex and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,MTS",1997,2025,"25/02/2026 07:05:32",32442,141,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_MTS_NB_Q","EMP_PIFL_SEX_MTS_NB","Employment outside the formal sector by sex and marital status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,MTS",1995,2025,"24/02/2026 07:04:22",42682,46,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_MTS_NB_M","EMP_PIFL_SEX_MTS_NB","Employment outside the formal sector by sex and marital status (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,MTS",2006,2025,"14/02/2026 08:03:12",11064,9,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_MTS_DSB_NB_A","EMP_PIFL_SEX_MTS_DSB_NB","Employment outside the formal sector by sex, marital status and disability status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,MTS,DSB",2005,2025,"14/02/2026 08:08:22",48461,99,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_MTS_DSB_NB_Q","EMP_PIFL_SEX_MTS_DSB_NB","Employment outside the formal sector by sex, marital status and disability status (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,MTS,DSB",2013,2025,"14/02/2026 08:06:21",8996,19,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_DSB_NB_A","EMP_PIFL_SEX_DSB_NB","Employment outside the formal sector by sex and disability status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,DSB",2005,2025,"14/02/2026 08:08:22",6178,100,,"YI","Annual indicators","IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_AGE_ECO_NB_A","EMP_PIFL_SEX_AGE_ECO_NB","Employment outside the formal sector by sex, age and economic activity (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,ECO",1997,2025,"25/02/2026 07:04:40",1190242,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_ECO_NB_Q","EMP_PIFL_SEX_AGE_ECO_NB","Employment outside the formal sector by sex, age and economic activity (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,ECO",1995,2025,"24/02/2026 07:04:22",615052,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_OCU_NB_A","EMP_PIFL_SEX_AGE_OCU_NB","Employment outside the formal sector by sex, age and occupation (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,OCU",1999,2025,"25/02/2026 07:04:40",571522,140,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_OCU_NB_Q","EMP_PIFL_SEX_AGE_OCU_NB","Employment outside the formal sector by sex, age and occupation (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,OCU",1995,2025,"24/02/2026 07:04:22",374633,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_INS_NB_A","EMP_PIFL_SEX_AGE_INS_NB","Employment outside the formal sector by sex, age and public/private sector (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,INS",1997,2025,"25/02/2026 07:04:40",81799,112,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_INS_NB_Q","EMP_PIFL_SEX_AGE_INS_NB","Employment outside the formal sector by sex, age and public/private sector (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,INS",1995,2025,"24/02/2026 07:04:22",99276,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_JOB_NB_A","EMP_PIFL_SEX_AGE_JOB_NB","Employment outside the formal sector by sex, age and working time arrangement (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,JOB",1997,2025,"25/02/2026 07:04:40",185993,139,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_JOB_NB_Q","EMP_PIFL_SEX_AGE_JOB_NB","Employment outside the formal sector by sex, age and working time arrangement (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,JOB",1995,2025,"24/02/2026 07:04:22",269848,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_AGE_JOB_NB_M","EMP_PIFL_SEX_AGE_JOB_NB","Employment outside the formal sector by sex, age and working time arrangement (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,AGE,JOB",2006,2025,"14/02/2026 08:03:12",33633,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_NB_A","EMP_PIFL_SEX_ECO_NB","Employment outside the formal sector by sex and economic activity (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO",1997,2025,"25/02/2026 07:05:32",109309,145,,"YI","Annual indicators","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_NB_Q","EMP_PIFL_SEX_ECO_NB","Employment outside the formal sector by sex and economic activity (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO",1995,2025,"24/02/2026 07:04:22",171547,50,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_NB_M","EMP_PIFL_SEX_ECO_NB","Employment outside the formal sector by sex and economic activity (thousands)","M","Monthly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO",2006,2025,"19/02/2026 20:51:46",47856,10,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_EDU_NB_A","EMP_PIFL_SEX_ECO_EDU_NB","Employment outside the formal sector by sex, economic activity and education (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO,EDU",1997,2025,"25/02/2026 07:04:40",1017193,144,,"YI","Annual indicators","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_ECO_EDU_NB_Q","EMP_PIFL_SEX_ECO_EDU_NB","Employment outside the formal sector by sex, economic activity and education (thousands)","Q","Quarterly","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO,EDU",1995,2025,"24/02/2026 07:04:22",1311808,48,,"STI","Short-term labour force indicators (STLFS)","IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_ECO_GEO_NB_A","EMP_PIFL_SEX_ECO_GEO_NB","Employment outside the formal sector by sex, economic activity and rural / urban areas (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO,GEO",1997,2025,"20/02/2026 02:49:10",122438,122,,"YI","Annual indicators","IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_ECO_MTS_NB_A","EMP_PIFL_SEX_ECO_MTS_NB","Employment outside the formal sector by sex, economic activity and marital status (thousands)","A","Annual","EMP_PIFL_NB","Employment outside the formal sector (previous ILO definition)","SEX,ECO,MTS",1997,2025,"25/02/2026 07:05:32",369481,141,,"YI","Annual indicators","IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
