globaleventid,sqldate,ingest_time,eventcode,eventbasecode,eventrootcode,quadclass,numentions,numsources,numarticles,avgtone,actiongeo_fullname,actiongeo_countrycode,actiongeo_adm1code,actiongeo_adm2code,actiongeo_lat,actiongeo_lon,actiongeo_featureid,dateadded,sourceurl,url_normalized,title,meta_description,http_status,fetch_error
1149163159,20240101,20240101010000,042,042,04,1,8,1,8,-0.60240963855422,"University Of Minnesota, Minnesota, United States",US,USMN,,44.0697,-93.5161,653528,20240101010000,https://www.huffpost.com/entry/ap-us-dentist-lawsuit-minnesota_n_6591ffa1e4b0cd3cf0e5a99b,https://www.huffpost.com/entry/ap-us-dentist-lawsuit-minnesota_n_6591ffa1e4b0cd3cf0e5a99b,Woman Sues Dentist Who Performed Dangerous Dental Surgery | HuffPost Health,"Kathleen Wilson has sued her dentist after receiving four root canals, eight dental crowns and 20 fillings in a single visit that she says led to her disfigurement.",200,
1149163162,20240101,20240101010000,042,042,04,1,4,1,4,-10.022271714922,"Lawrenceville, New Jersey, United States",US,USNJ,NJ021,40.2973,-74.7296,877709,20240101010000,https://www.shorenewsnetwork.com/2023/12/31/arrested-new-jersey-jihadist-planned-to-attack-and-kill-americans/,https://www.shorenewsnetwork.com/2023/12/31/arrested-new-jersey-jihadist-planned-to-attack-and-kill-americans/,,,403,bad_status_or_empty:403
1149163163,20240101,20240101010000,042,042,04,1,10,1,10,-7.08661417322835,"Kansas, United States",US,USKS,,38.5111,-96.8005,KS,20240101010000,https://www.wibw.com/2023/12/31/plane-forced-make-emergency-landing-western-kansas-following-engine-loss/,https://www.wibw.com/2023/12/31/plane-forced-make-emergency-landing-western-kansas-following-engine-loss/,Plane forced to make emergency landing in western Kansas following engine loss,An aircraft was forced to land in a field in western Kansas after losing both of its engines on Saturday.,200,
1149163167,20240101,20240101010000,043,043,04,1,2,1,2,-1.52941176470588,"Texas, United States",US,USTX,,31.106,-97.6475,TX,20240101010000,https://kkyr.com/ixp/156/p/texas-gun-law-facts/,https://kkyr.com/ixp/156/p/texas-gun-law-facts/,10 Fascinating Facts You May Not Know About Texas Gun Laws,"Even the most avid and conscientious gun owners may find there are laws, policies, and considerations when it comes to gun ownership in Texas they didn't know.",200,
1149163181,20240101,20240101010000,193,193,19,4,2,1,2,-4.11471321695761,"Maine, United States",US,USME,,44.6074,-69.3977,ME,20240101010000,https://www.theyeshivaworld.com/news/general/2250293/maine-official-who-removed-trump-from-ballot-targeted-in-swatting-call.html,https://www.theyeshivaworld.com/news/general/2250293/maine-official-who-removed-trump-from-ballot-targeted-in-swatting-call.html,Maine Official Who Removed Trump From Ballot Targeted In Swatting Call – The Yeshiva World,"A fake emergency call to police resulted in officers responding Friday night to the home of Maine Secretary of State Shenna Bellows just a day after she removed former President Donald Trump from the state’s presidential primary ballot under the Constitution’s insurrection clause. She becomes the latest elected politician to become a target of swatting, […]",200,
1149163185,20240101,20240101010000,190,190,19,4,2,1,2,-4.06504065040651,"Balochistan, Balochistan, Pakistan",PK,PK02,40300,28.4785,65.6436,-2755738,20240101010000,https://pakobserver.net/fazls-convoy-comes-under-attack-in-di-khan/,https://pakobserver.net/fazls-convoy-comes-under-attack-in-di-khan/,Fazl’s convoy ‘comes under attack’ in DI Khan - Pakistan Observer,"In a disturbing incident on Sunday, the convoy of Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Maulana Fazlur Rehman was targeted in a brazen attack at the",200,
1149163189,20240101,20240101010000,012,012,01,1,4,2,4,-0.98314606741573,"Orbost, Victoria, Australia",AS,AS07,5372,-37.6964,148.457,-1593292,20240101010000,https://www.brisbanetimes.com.au/politics/victoria/the-long-road-to-finding-a-life-after-logging-20231211-p5eql4.html,https://www.brisbanetimes.com.au/politics/victoria/the-long-road-to-finding-a-life-after-logging-20231211-p5eql4.html,Logging ban Victoria: what it means for workers and bosses,"A truckie lives on the road chasing work and a boss lays off 15 workers, including his wife as Victoria’s logging ban officially comes into effect.",200,
1149163202,20240101,20240101010000,051,051,05,1,10,1,10,6.95652173913043,Azerbaijan,AJ,AJ,,40.5,47.5,AJ,20240101010000,https://menafn.com/1107672851/For-Three-Years-Now-Azerbaijanis-Of-The-World-And-All-The-People-Of-Azerbaijan-Have-Been-Very-Excited-And-Are-Holding-Their-Head-Up-High-With-Dignity-President-Ilham-Aliyev,https://menafn.com/1107672851/For-Three-Years-Now-Azerbaijanis-Of-The-World-And-All-The-People-Of-Azerbaijan-Have-Been-Very-Excited-And-Are-Holding-Their-Head-Up-High-With-Dignity-President-Ilham-Aliyev,"For Three Years Now, Azerbaijanis Of The World And All The People Of Azerbaijan Have Been Very Excited And Are Holding Their Head Up High With Dignity - President Ilham Aliyev","For Three Years Now, Azerbaijanis Of The World And All The People Of Azerbaijan Have Been Very Excited And Are Holding Their Head Up High With Dignity - President Ilham Aliyev.  <strong> BAKU, Azerbaijan, December 31. </strong> Azerbaijanis all
over the world are truly proud of independent Azerbaijan,â
President Ilham Aliyev said in his address on the occasion of the
World",200,
1149163205,20240101,20240101010000,010,010,01,1,10,1,10,-1.09689213893967,"Cleveland, Ohio, United States",US,USOH,OH035,41.4995,-81.6954,1066654,20240101010000,https://people.com/teen-boy-flying-ohio-ends-up-puerto-rico-by-accident-8421049,https://people.com/teen-boy-flying-ohio-ends-up-puerto-rico-by-accident-8421049,Teen Boy Flying to Ohio Ends up in Puerto Rico by Accident,"A 16-year-old boy who had been flying alone for the first time from Tampa, Florida, to Cleveland, Ohio, “mistakenly boarded” a flight to San Juan, Puerto Rico, Frontier Airlines said.",200,
1149163208,20240101,20240101010000,015,015,01,1,10,1,10,-6.54362416107383,,,,,,,,20240101010000,https://www.thestar.com.my/news/nation/2024/01/01/court-tosses-defamation-suit-against-ayob-khan,https://www.thestar.com.my/news/nation/2024/01/01/court-tosses-defamation-suit-against-ayob-khan,Court tosses defamation suit against Ayob Khan | The Star,SHAH ALAM: The High Court here has dismissed a defamation suit by a lawyer against Deputy Inspector-General of Police Datuk Seri Ayob Khan Mydin Pitchay.,200,
1149163209,20240101,20240101010000,130,130,13,3,10,1,10,0,"London, London, City of, United Kingdom",UK,UKH9,40110,51.5,-0.116667,-2601889,20240101010000,https://www.finanznachrichten.de/nachrichten-2024-01/61033882-hsbc-continental-europe-completion-of-the-sale-of-retail-banking-business-in-france-including-the-sale-of-hsbc-sfh-france-004.htm,https://www.finanznachrichten.de/nachrichten-2024-01/61033882-hsbc-continental-europe-completion-of-the-sale-of-retail-banking-business-in-france-including-the-sale-of-hsbc-sfh-france-004.htm,"HSBC Continental Europe: Completion of the Sale of Retail Banking Business in France, Including the Sale of HSBC SFH (France)","Regulatory News: Further to our announcements of 18 June 2021 and 14 June 2023, HSBC Continental Europe ('HBCE') has completed on 1 January 2024 the sale of its retail banking business in France (the",200,
1149163217,20240101,20240101010000,010,010,01,1,10,1,10,-6.51731160896131,"Wellington, New Zealand (general), New Zealand",NZ,NZ00,22391,-41.3,174.783,-1521348,20240101010000,https://kitchener.ctvnews.ca/much-more-complex-driving-situation-concerns-mount-over-rural-road-collisions-in-wellington-county-1.6706479,https://kitchener.ctvnews.ca/much-more-complex-driving-situation-concerns-mount-over-rural-road-collisions-in-wellington-county-1.6706479,‘Much more complex driving situation’: Concerns mount over rural road collisions in Wellington County,An intersection on a rural stretch of road in Wellington County is raising concerns for both residents and police after it’s been the site of multiple collisions over the years.,200,
1149163224,20240101,20240101010000,015,015,01,1,3,3,3,-3.82775119617225,"Quebec, Quebec, Canada",CA,CA10,12750,47.5,-72,-571850,20240101010000,https://www.cochranetimespost.ca:443/news/local-news/going-to-get-groceries-and-drinking-a-bad-decision-driver-admits,https://www.cochranetimespost.ca:443/news/local-news/going-to-get-groceries-and-drinking-a-bad-decision-driver-admits,"Going to get groceries and drinking 'a bad decision,' driver admits | Cochrane Times-Post","Val Therese man fined $2,000 after his second conviction for driving while drunk.",200,
1149163231,20240101,20240101010000,020,020,02,1,2,1,2,-0.44296788482834,"Helsinki, Eteläuomen Läi, Finland",FI,FI13,16230,60.1756,24.9342,-1364995,20240101010000,https://www.brandonsun.com/national/2023/12/31/quebec-city-looks-to-finlands-successful-approach-to-ending-homelessness,https://www.brandonsun.com/national/2023/12/31/quebec-city-looks-to-finlands-successful-approach-to-ending-homelessness,Quebec City looks to Finland’s successful approach to ending homelessness – Brandon Sun,"Breaking News, Sports, Manitoba, Canada",200,
1149163236,20240101,20240101010000,010,010,01,1,10,1,10,0.7905138339921,Switzerland,SZ,SZ,,47,8,SZ,20240101010000,https://www.modernreaders.com/news/2024/01/01/swiss-life-holding-ag-otcmktsszlmy-short-interest-up-152-8-in-december.html,https://www.modernreaders.com/news/2024/01/01/swiss-life-holding-ag-otcmktsszlmy-short-interest-up-152-8-in-december.html,,,526,bad_status_or_empty:526
1149163238,20240101,20240101010000,061,061,06,2,10,1,10,6,China,CH,CH,,35,105,CH,20240101010000,https://www.streetinsider.com/Reuters/New+Zealand+says+Chinas+safeguard+duties+on+milk+powder+over/22578775.html,https://www.streetinsider.com/Reuters/New+Zealand+says+Chinas+safeguard+duties+on+milk+powder+over/22578775.html,,,403,bad_status_or_empty:403
1149163240,20240101,20240101010000,071,071,07,2,10,1,10,0.86486486486486,China,CH,CH,,35,105,CH,20240101010000,https://www.chronicle.co.zw/home-grown-solutions-will-beat-sanctions/,https://www.chronicle.co.zw/home-grown-solutions-will-beat-sanctions/,,,403,bad_status_or_empty:403
1149163253,20240101,20240101010000,172,172,17,4,10,1,10,-7.75193798449613,United Kingdom,UK,UK,,54,-4,UK,20240101010000,https://www.koaa.com/news/covering-colorado/kimberly-singler-has-been-arrested-in-the-uk,https://www.koaa.com/news/covering-colorado/kimberly-singler-has-been-arrested-in-the-uk,Kimberlee Singler has been arrested in the UK,The 35-year-old woman accused of murdering two of her children was arrested in the United Kingdom on Saturday.,200,
1149163257,20240101,20240101010000,010,010,01,1,10,1,10,-3.16742081447963,,,,,,,,20240101010000,https://www.wsoctv.com/news/local/new-years-eve-crash-closes-multiple-lanes-i-85-north-charlotte-three-taken-hospital/UVYSQWYZ25FVNFWSIGDTDG6YMM/,https://www.wsoctv.com/news/local/new-years-eve-crash-closes-multiple-lanes-i-85-north-charlotte-three-taken-hospital/UVYSQWYZ25FVNFWSIGDTDG6YMM/,This website is unavailable in your location. – WSOC TV,,200,
1149163266,20240101,20240101010000,030,030,03,1,5,1,5,-1.1965811965812,,,,,,,,20240101010000,https://www.thestar.com.my/news/nation/2024/01/01/escaping-the-dry-taps-in-penang,https://www.thestar.com.my/news/nation/2024/01/01/escaping-the-dry-taps-in-penang,Escaping the dry taps in Penang | The Star,"GEORGE TOWN: With the New Year comes new hopes and dreams but for folks here, all they want is just clean water from the taps.",200,
1149163293,20240101,20240101010000,042,042,04,1,2,1,2,2.49110320284698,"Copenhagen, Køavn*, Denmark",DA,DA05,15213,55.6667,12.5833,-2745636,20240101010000,https://www.northcountrypublicradio.org/news/npr/1222357150/denmark-s-queen-margrethe-ii-to-step-down-on-jan-14-after-50-years-on-the-throne,https://www.northcountrypublicradio.org/news/npr/1222357150/denmark-s-queen-margrethe-ii-to-step-down-on-jan-14-after-50-years-on-the-throne,Denmark's Queen Margrethe II to step down on Jan. 14 after 50 years on the throne | NCPR News,"The queen announced during her New Year's speech that she would abdicate on the 52nd anniversary of her own accession to the throne at age 31 following the death of her father, King Frederik IX.",200,
1149163310,20240101,20240101010000,050,050,05,1,10,1,10,0.58754406580493,,,,,,,,20240101010000,https://hunewsservice.com/national/new-fafsa-changes-help-black-students-afford-college/,https://hunewsservice.com/national/new-fafsa-changes-help-black-students-afford-college/,,,0,exception:ReadTimeout
1149163312,20240101,20240101010000,010,010,01,1,5,1,5,0.37313432835821,,,,,,,,20240101010000,https://www.elwakt.com/news/82a399837.html,https://www.elwakt.com/news/82a399837.html,,,0,exception:ConnectionError
1149163339,20240101,20240101010000,011,011,01,1,8,1,8,1.85414091470952,"Maidstone, Kent, United Kingdom",UK,UKG5,40117,51.2667,0.516667,-2602456,20240101010000,https://www.kentonline.co.uk/kent/news/the-5-million-cost-of-parking-at-kent-s-hospitals-299310/,https://www.kentonline.co.uk/kent/news/the-5-million-cost-of-parking-at-kent-s-hospitals-299310/,"NHS reveals parking income from Dartford and Gravesham, Medway, Maidstone and Tunbridge Wells and East Kent hospitals",Latest NHS figures reveal how much people have paid to park at each of Kent’s major hospitals.,200,
1149163342,20240101,20240101010000,051,051,05,1,30,3,24,1.72413793103448,"Cambridgeshire, Cambridgeshire, United Kingdom",UK,UKC3,40098,52.3333,0.083333,-2591659,20240101010000,https://www.southwalesargus.co.uk/news/national/24020414.thousands-ring-2024-london-declares-a-place-everyone/,https://www.southwalesargus.co.uk/news/national/24020414.thousands-ring-2024-london-declares-a-place-everyone/,Thousands ring in 2024 as London declares itself ‘A Place for Everyone’ | South Wales Argus,Revellers were wowed at shows in both Edinburgh and London.,200,
1149163367,20240101,20240101010000,060,060,06,2,10,1,10,-0.91324200913241,,,,,,,,20240101010000,https://www.chronicle.co.zw/minister-judith-ncube-declares-literary-piracy-a-pandemic-2/,https://www.chronicle.co.zw/minister-judith-ncube-declares-literary-piracy-a-pandemic-2/,,,403,bad_status_or_empty:403
1149163368,20240101,20240101010000,090,090,09,2,8,1,8,-8.9605734767025,"Stafford County, Virginia, United States",US,USVA,,38.4168,-77.4664,1480173,20240101010000,https://www.potomaclocal.com/2023/12/31/authorities-search-for-suspect-in-stafford-slaying/,https://www.potomaclocal.com/2023/12/31/authorities-search-for-suspect-in-stafford-slaying/,Authorities search for suspect in Stafford slaying,Stafford authorities are searching for a Westmoreland County man they say shot and killed a man on Deacon Road.,200,
1149163376,20240101,20240101010000,130,130,13,3,8,1,8,1.42857142857143,"Nyika, Masvingo, Zimbabwe",ZI,ZI08,40197,-19.7562,31.85,10787717,20240101010000,https://www.chronicle.co.zw/comment-we-commend-diasporans-for-positive-response-to-calls-to-invest-back-home/,https://www.chronicle.co.zw/comment-we-commend-diasporans-for-positive-response-to-calls-to-invest-back-home/,,,403,bad_status_or_empty:403
1149163379,20240101,20240101010000,090,090,09,2,5,1,5,-6.54545454545455,"Wisconsin, United States",US,USWI,,44.2563,-89.6385,WI,20240101010000,https://www.frontpagemag.com/2024-freedom-or-tyranny/,https://www.frontpagemag.com/2024-freedom-or-tyranny/,2024: Freedom or Tyranny? | Frontpage Mag,The struggle comes down to the question of authority.,200,
1149163392,20240101,20240101010000,040,040,04,1,4,1,4,1.23456790123456,"Kogi, Nigeria (general), Nigeria",NI,NI00,190990,12.55,6.63333,-2015590,20240101010000,https://www.premiumtimesng.com/news/top-news/655525-lecturers-yet-to-receive-promised-four-months-salaries-asuu.html,https://www.premiumtimesng.com/news/top-news/655525-lecturers-yet-to-receive-promised-four-months-salaries-asuu.html,,,200,
